request_type,request_query,request_language,request_unit,location_name,location_country,location_region,location_lat,location_lon,location_timezone_id,location_localtime,location_localtime_epoch,location_utc_offset,current_observation_time,current_temperature,current_weather_code,current_weather_icons,current_weather_descriptions,current_astro_sunrise,current_astro_sunset,current_astro_moonrise,current_astro_moonset,current_astro_moon_phase,current_astro_moon_illumination,current_air_quality_co,current_air_quality_no2,current_air_quality_o3,current_air_quality_so2,current_air_quality_pm2_5,current_air_quality_pm10,current_air_quality_us-epa-index,current_air_quality_gb-defra-index,current_wind_speed,current_wind_degree,current_wind_dir,current_pressure,current_precip,current_humidity,current_cloudcover,current_feelslike,current_uv_index,current_visibility,current_is_day
City,"Saint Louis, United States of America",en,m,Saint Louis,United States of America,Missouri,38.627,-90.198,America/Chicago,2025-07-15 23:19,1752621540,-5.0,04:19 AM,25,113,['https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'],['Clear '],05:49 AM,08:24 PM,11:20 PM,10:49 AM,Waning Gibbous,82,382.95,24.975,21,4.81,12.765,12.765,1,1,9,219,SW,1013,0,88,0,28,0,16,no
